FLAG,DT,DA,RUL,PH,SOH,BD,EOL,FDNOM,FD,FFP,DPS,FFS,FFIN,RC0,RS0,RC1,RS1,FLAG
0,  1.000000, 23.300000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.300000, 23.300000,  -0.050000,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  2.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.375000, 23.450000,  -0.046942,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  3.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.427778, 23.533333,  -0.045597,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  4.000000, 23.800000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.470833, 23.600000,  -0.044578,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  5.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.496667, 23.600000,  -0.045652,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  6.000000, 23.900000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.533889, 23.720000,  -0.042158,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  7.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.563333, 23.740000,  -0.042556,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  8.000000, 23.400000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.577917, 23.680000,  -0.045699,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0,  9.000000, 23.750000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.588148, 23.670000,  -0.046550,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 10.000000, 23.800000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.710000,  -0.045377,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 11.000000, 23.200000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.570000,  -0.051285,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 12.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.550000,  -0.052133,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 13.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.610000,  -0.049590,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 14.000000, 23.300000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.520000,  -0.053404,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 15.000000, 23.800000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.520000,  -0.053404,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 16.000000, 23.400000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.560000,  -0.051709,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 17.000000, 23.200000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.480000,  -0.055099,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 18.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.460000,  -0.055946,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 19.000000, 23.900000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.580000,  -0.050862,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 20.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.560000,  -0.051709,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 21.000000, 23.800000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.640000,  -0.048319,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 22.000000, 23.400000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.680000,  -0.046624,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 23.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.680000,  -0.046624,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 24.000000, 23.200000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.540000,  -0.052556,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 25.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.520000,  -0.053404,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 26.000000, 23.913000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.542600,  -0.052446,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 27.000000, 23.821000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.626800,  -0.048879,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 28.000000, 23.427000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.592200,  -0.050345,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 29.000000, 23.626000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.677400,  -0.046735,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 30.000000, 23.386000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.634600,  -0.048548,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 31.000000, 23.450000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.542000,  -0.052472,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 32.000000, 23.209000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.419600,  -0.057658,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 33.000000, 23.265000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.387200,  -0.059031,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 34.000000, 23.620000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.386000,  -0.059082,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 35.000000, 23.400000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.388800,  -0.058963,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 36.000000, 23.300000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.358800,  -0.060234,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 37.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.457000,  -0.056073,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 38.000000, 23.600000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.524000,  -0.053234,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 39.000000, 23.500000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.500000,  -0.054251,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 40.000000, 23.700000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.560000,  -0.051709,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 41.000000, 23.910000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.682000,  -0.046540,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 42.000000, 23.940000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.730000,  -0.044506,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 43.000000, 23.821000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.774200,  -0.042633,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 44.000000, 23.500000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.774200,  -0.042633,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 45.000000, 23.380000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.710200,  -0.045345,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 46.000000, 23.427000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.613600,  -0.049438,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 47.000000, 23.500000,220.000000,220.000000,100.000000,  0.000000,  0.000000, 23.600333, 23.525600,  -0.053167,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
