FLAG,DT,DA,RUL,PH,SOH,BD,EOL,FDNOM,FD,FFP,DPS,FFS,FFIN,RC0,RS0,RC1,RS1,FLAG
0, 11.000000,125.100000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,125.100000,  -0.077692,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 12.000000,124.600000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,124.850000,  -0.079615,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 13.000000,122.400000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,124.033333,  -0.085897,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 14.000000,123.600000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,123.925000,  -0.086731,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 15.000000,125.100000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,124.160000,  -0.084923,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 16.000000,127.100000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,124.560000,  -0.081846,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 17.000000,128.700000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,125.380000,  -0.075538,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 18.000000,127.300000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,126.360000,  -0.068000,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 19.000000,125.100000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,126.660000,  -0.065692,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 20.000000,128.100000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,127.260000,  -0.061077,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 21.000000,129.700000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,127.780000,  -0.057077,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 22.000000,129.300000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,127.900000,  -0.056154,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 23.000000,126.500000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,127.740000,  -0.057385,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 24.000000,127.600000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,128.240000,  -0.053538,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 25.000000,126.500000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,127.920000,  -0.056000,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 26.000000,127.800000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,127.540000,  -0.058923,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 27.000000,131.900000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,128.060000,  -0.054923,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 28.000000,134.100000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,129.580000,  -0.043231,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 29.000000,135.200000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,131.100000,  -0.031538,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
0, 30.000000,137.600000,200.000000,200.000000,100.000000,  0.000000,  0.000000,130.000000,133.320000,  -0.014462,    0.000000,    0.000000,    0.000000,  0,  0,  0,  0,555
999, 31.000000,139.500000,191.772697,195.611944, 98.037315, 31.000000,  0.000000,130.000000,135.660000,   0.003538,    0.017748,    2.289800,    2.289800,  0,  0,  0,  0,555
999, 32.000000,140.800000,124.689319,126.689319, 98.421335, 31.000000,  0.000000,130.000000,137.440000,   0.017231,    0.054982,    7.093521,    7.093521,  0,  0,  0,  0,555
999, 33.000000,139.300000,109.998238,112.998238, 97.345091, 31.000000,  0.000000,130.000000,138.480000,   0.025231,    0.072197,    9.314639,    9.314639,  0,  0,  0,  0,555
999, 34.000000,142.700000, 93.152670, 97.152670, 95.882769, 31.000000,  0.000000,130.000000,139.980000,   0.036769,    0.094481,   12.189625,   12.189625,  0,  0,  0,  0,555
999, 35.000000,145.900000, 57.061472, 62.061472, 91.943472, 31.000000,  0.000000,130.000000,141.640000,   0.049538,    0.116900,   15.082049,   15.082049,  0,  0,  0,  0,555
999, 36.000000,147.300000, 53.946747, 59.946747, 89.991117, 31.000000,  0.000000,130.000000,143.200000,   0.061538,    0.136491,   17.609580,   17.609580,  0,  0,  0,  0,555
999, 37.000000,149.200000, 51.242028, 58.242028, 87.981188, 31.000000,  0.000000,130.000000,144.880000,   0.074462,    0.156400,   20.178153,   20.178153,  0,  0,  0,  0,555
