135,5
139,4.95
143,5.05
147,5.15
151,5
155,5.1
159,5.3
163,5.4
167,5.45
171,5.6
175,5.5
179,5.75
183,5.85
187,6.15
191,6.5
195,6.3
199,6.8
203,6.9
207,7.1
211,7.3
215,6.95
219,7.4
223,7.7
227,7.7
231,7.9
235,7.55
239,7.5
243,7.7
247,7.4
251,7.8
255,8.25
259,7.8
263,8.4
267,7.95
271,7.1
275,7.6
279,7.7
283,7.6
287,8
291,8.5
295,8.5
299,8.6
303,8
307,8.1
311,8.2
315,8.6
319,8.75
323,8.8
327,9.5
331,10.1
335,9.5
339,9.8
343,10
347,9.7
351,10.05
355,9.8
359,9.8
363,10.15
367,10.2
371,9.7
375,10
379,9.5
383,9.9
387,10.2
391,10
395,10
399,9.8
403,9.3
407,10.1
