0	23.3
1	23.6
2	23.7
3	23.8
4	23.6
5	23.9
6	23.7
7	23.4
8	23.75
9	23.8
10	23.2
11	23.6
12	23.7
13	23.3
14	23.8
15	23.4
16	23.2
17	23.6
18	23.9
19	23.7
20	23.8
21	23.4
22	23.6
23	23.2
24	23.6
25	23.9125
26	23.8209
27	23.4273
28	23.6256
29	23.3861
30	23.4501
31	23.2085
32	23.265
33	23.62
34	23.4
35	23.3
36	23.7
37	23.6
38	23.5
39	23.7
40	23.9125
41	23.94
42	23.8209
43	23.5
44	23.38
45	23.4273
46	23.5
47	23.6256
48	22.7
49	23.5
50	23.3861
51	23.4
52	23.4501
53.	23.8
54	23.95
55	24.2085
56	24.3
57	24.265
58	24.4 
59	24.3
60	24.3001
61	24.6
62	24.7273
63	24.3
64	24.8
65	25.056
66	25.1
67	25.3475
68	25.0
69	25.2
70	25.2688
71	25.3
72	25.4138
73	25.45
74	25.3
75	25.4426
76	25.5
77	25.7202
78	26.2
79	26.4
80	26.5931
81	26.7
82	26.8
83	26.9807
84	26.7
85	26.8083
86	27.1
87	27.3078
88	27.0
89	27.1
90	27.5862
91	27.65
92	27.4
93	27.6509
94	28.1
95	28.9582
96	28.8
97	28.8041
98	29.0
99	29.1
100	29.3026
101	29.1
102	29.4
103	29.5361
104	29.7
105	29.8561
106	29.7
107	30.0158
108	30.1
109	30.2
110	30.3098
111	30.6
112	30.8438
113	30.7
114	30.9
115	31.0025
116	30.8
117	30.6
118	30.7721
119	30.8
120	31.1185
121	31.3
122	31.5549
123	31.6
124	31.4
125	31.7441
126	31.5
127	31.6
128	31.8097
129	32.1
130	32.4277
131	32.5
132	32.6
133	32.8413
134	32.9
135	33.0534
136	32.9
137	33.4
138	33.7904
139	33.6
140	33.9491
141	34.1
142	34.0147
143	34.1
144	34.3
145	34.5686
146	34.58
147	34.6937
148	34.85
149	35.2
150	35.5025
151	35.7
152	35.8
153	36.2395
154	36.3
155	36.7583
156	37
157	37.8179
158	37.5
159	37.75
160     37.8901 
161	37.95
162	38
163	38.1418
164	38.05
165.015	38.2105
166	38.4
167.515	38.8361
168	38.9
169	39.15
170.015	39.596
171	39.65
172.	40.6504
173	40.7
174	40.8
175.015	41.186
176	41.
177	41.15
177.8	41.1189
179	41.3
180.015	42.4846
181	42.65
182	43.3803
183	43.4
184	43.5
185.015	44.2043
186	44.25
187	45.3841
188	45.2
189	45.45
190.015	45.7084
