0,0
1,0
2,0
3,0
4,0.15
5,0.33
6,0.41
7,0.47
8,0.52
9,0.56
10,0.6
11,0.62
12,0.64
13,0.655
14,0.68
15,0.69
16,0.7
17,0.72
18,0.74
19,0.77
20,0.795
21,0.82
22,0.85
23,0.875
24,0.9
